ID,TI,Taxon,Taxon_notes,Status,Higher_tax,Macropodin_status,Sex,Side,Assemblage,Deposit_type,Est_age,PW,H_HYPCD
AM_M9512,3,Dorcopsulus_vanheurni,,Modern,Macropodinae,non_macropodin,NA,R,Modern,NA,0,3.63,3.34
AM_M16258,3,Dorcopsulus_vanheurni,,Modern,Macropodinae,non_macropodin,M,R,Modern,NA,0,3.59,3.49
AM_M16256,3,Dorcopsulus_vanheurni,,Modern,Macropodinae,non_macropodin,F,R,Modern,NA,0,3.33,3.31
AM_M16257,2,Dorcopsulus_vanheurni,,Modern,Macropodinae,non_macropodin,M,R,Modern,NA,0,3.09,3.21
AM_M15719,2,Dorcopsulus_vanheurni,,Modern,Macropodinae,non_macropodin,NA,R,Modern,NA,0,2.74,2.9
AM_M15719,3,Dorcopsulus_vanheurni,,Modern,Macropodinae,non_macropodin,NA,R,Modern,NA,0,2.91,3.27
QM_F16840,3,Ganawamaya_acris,,Fossil,Balbarinae,non_macropodin,NA,R,RSO,Cave,16.6,4.64,3.06
QM_F19661 ,2,Ganawamaya_acris,,Fossil,Balbarinae,non_macropodin,NA,R,Upper,Cave,17.8,4.51,4.37
QM_F57788,2,Ganawamaya_acris,,Fossil,Balbarinae,non_macropodin,NA,L,Waynes_Wok,Cave,17.8,4.48,3.63
QM_F19899,3,Ganawamaya_acris,,Fossil,Balbarinae,non_macropodin,NA,R,Waynes_Wok,Cave,17.8,4.92,4.03
QM_F57788,3,Ganawamaya_acris,,Fossil,Balbarinae,non_macropodin,NA,L,Waynes_Wok,Cave,17.8,4.82,4.28
QM_F57789,3,Ganawamaya_acris,,Fossil,Balbarinae,non_macropodin,NA,R,Waynes_Wok,Cave,17.8,4.87,4.67
QM_F57789,2,Ganawamaya_acris,,Fossil,Balbarinae,non_macropodin,NA,R,Waynes_Wok,Cave,17.8,4.74,4.72
QM_F16843,3,Ganawamaya_aediculis,,Fossil,Balbarinae,non_macropodin,NA,R,White_Hunter,Non_cave,17.8,4.33,3.57
QM_F16843,2,Ganawamaya_aediculis,,Fossil,Balbarinae,non_macropodin,NA,R,White_Hunter,Non_cave,17.8,4.23,3.63
QM_F19584A,3,Ganawamaya_aediculis,,Fossil,Balbarinae,non_macropodin,NA,R,White_Hunter,Non_cave,17.8,4.09,4.13
UCMP_57337,2,Ganawamaya_couperi,,Fossil,Balbarinae,non_macropodin,NA,R,Discovery_Basin_1,Non_cave,24.6,2.97,2.75
QM_F30401,3,Ganawamaya_couperi,,Fossil,Balbarinae,non_macropodin,NA,R,White_Hunter,Non_cave,17.8,4.07,3.25
QM_F34532 ,2,Ganawamaya_gillespieae,,Fossil,Balbarinae,non_macropodin,NA,L,Quantum_Leap,Non_cave,17.8,4.25,3.34
QM_F19903,3,Ganguroo_bilamina,,Fossil,Macropodidae,non_macropodin,NA,R,Camel_Sputum,Cave,17.8,3.01,2.38
QM_F56996,2,Ganguroo_bilamina,,Fossil,Macropodidae,non_macropodin,NA,L,Camel_Sputum,Cave,17.8,2.84,2.36
QM_F19900,3,Ganguroo_bilamina,,Fossil,Macropodidae,non_macropodin,NA,L,Camel_Sputum,Cave,17.8,4.45,4.02
QM_F56996,3,Ganguroo_bilamina,,Fossil,Macropodidae,non_macropodin,NA,L,Camel_Sputum,Cave,17.8,3.02,2.8
QM_F20006,3,Ganguroo_bilamina,,Fossil,Macropodidae,non_macropodin,NA,L,Inabeyance,Cave,17.8,2.9,2.88
QM_F20006,2,Ganguroo_bilamina,,Fossil,Macropodidae,non_macropodin,NA,L,Inabeyance,Cave,17.8,2.8,2.95
QM_F19646,3,Ganguroo_bilamina,,Fossil,Macropodidae,non_macropodin,NA,R,Upper,Cave,17.8,3.02,2.66
QM_F57021,2,Ganguroo_bilamina,,Fossil,Macropodidae,non_macropodin,NA,R,Waynes_Wok,Cave,17.8,3.18,2.49
QM_F57021,3,Ganguroo_bilamina,,Fossil,Macropodidae,non_macropodin,NA,R,Waynes_Wok,Cave,17.8,2.66,2.27
QM_F19602,2,Ganguroo_bilamina,,Fossil,Macropodidae,non_macropodin,NA,L,Waynes_Wok,Cave,17.8,2.97,2.77
QM_F19602,3,Ganguroo_bilamina,,Fossil,Macropodidae,non_macropodin,NA,L,Waynes_Wok,Cave,17.8,3.01,2.81
QM_F20344,3,Ganguroo_robustiter,,Fossil,Macropodidae,non_macropodin,NA,L,Gag,Non_cave,14.5,5.03,4.08
QM_F23836,3,Ganguroo_robustiter,,Fossil,Macropodidae,non_macropodin,NA,L,Gag,Non_cave,14.5,3.3,3.06
QM_F20350 ,3,Ganguroo_robustiter,,Fossil,Macropodidae,non_macropodin,NA,L,Gag,Non_cave,14.5,3.62,3.43
QM_F20344,2,Ganguroo_robustiter,,Fossil,Macropodidae,non_macropodin,NA,L,Gag,Non_cave,14.5,3.25,3.36
QM_F20328,2,Ganguroo_robustiter,,Fossil,Macropodidae,non_macropodin,NA,R,Gag,Non_cave,14.5,2.95,3.07
QM_F20328,3,Ganguroo_robustiter,,Fossil,Macropodidae,non_macropodin,NA,L,Gag,Non_cave,14.5,3.12,3.72
QM_F20501,3,Ganguroo_robustiter,,Fossil,Macropodidae,non_macropodin,NA,R,Henks_Hollow,Non_cave,14.5,4.43,3.66
QM_F23531,3,Ganguroo_robustiter,,Fossil,Macropodidae,non_macropodin,NA,L,Jims_Carousel,Non_cave,14.5,3.94,3.41
QM_F23531,2,Ganguroo_robustiter,,Fossil,Macropodidae,non_macropodin,NA,L,Jims_Carousel,Non_cave,14.5,3.83,3.46
QM_F20276,2,Ganguroo_robustiter,,Fossil,Macropodidae,non_macropodin,NA,R,Last_Minute,Non_cave,14.5,3.4,3.11
SAMA_P27811,2,Ganguroo_robustiter_cf,,Fossil,Macropodidae,non_macropodin,NA,R,Waynes_Wok,Cave,17.8,4.13,3.57
SAMA_P27810,2,Ganguroo_robustiter_cf,,Fossil,Macropodidae,non_macropodin,NA,R,Waynes_Wok,Cave,17.8,4.17,4.22
NTM_P9464_217,3,Ganguroo_sp_indet,,Fossil,Macropodidae,non_macropodin,NA,R,Bullock_Creek,Non_cave,14.5,4.38,4.25
QM_F20027 ,3,Gumardee_keari,,Fossil,Macropodidae,non_macropodin,NA,R,Camel_Sputum,Cave,17.8,4.37,3.69
QM_F19888 ,2,Gumardee_keari,,Fossil,Macropodidae,non_macropodin,NA,L,Camel_Sputum,Cave,17.8,4.4,4.49
QM_F19685 ,3,Gumardee_keari,,Fossil,Macropodidae,non_macropodin,NA,R,Upper,Cave,17.8,4.11,3.58
QM_F57549,3,Gumardee_sp2,,Fossil,Macropodidae,non_macropodin,NA,L,Camel_Sputum,Cave,17.8,4.53,3.79
QM_F57549,2,Gumardee_sp2,,Fossil,Macropodidae,non_macropodin,NA,L,Camel_Sputum,Cave,17.8,4.58,4.73
QM_F57556,3,Gumardee_springae,,Fossil,Macropodidae,non_macropodin,NA,L,White_Hunter,Non_cave,17.8,4.41,4.08
QM_F57553,2,Gumardee_springae,,Fossil,Macropodidae,non_macropodin,NA,R,White_Hunter,Non_cave,17.8,4.51,4.28
QM_F19922 ,3,Gumardee_springae,,Fossil,Macropodidae,non_macropodin,NA,L,White_Hunter,Non_cave,17.8,4.59,4.42
QM_F57553,3,Gumardee_springae,,Fossil,Macropodidae,non_macropodin,NA,R,White_Hunter,Non_cave,17.8,4.5,4.38
QM_F20076 ,3,Gumardee_webbi,,Fossil,Macropodidae,non_macropodin,NA,R,Waynes_Wok,Cave,17.8,4.73,3.98
NTM_P98146,2,Hadronomas_puckridgi,,Fossil,Sthenurinae,non_macropodin,NA,R,Alcoota,Non_cave,7,7.8,5.67
NTM_MP1148,3,Hadronomas_puckridgi,,Fossil,Sthenurinae,non_macropodin,NA,R,Alcoota,Non_cave,7,7.8,5.99
NTM_P9722_2,3,Hadronomas_puckridgi,,Fossil,Sthenurinae,non_macropodin,NA,R,Alcoota,Non_cave,7,8.24,6.63
NTM_P8722_2,2,Hadronomas_puckridgi,,Fossil,Sthenurinae,non_macropodin,NA,L,Alcoota,Non_cave,7,7.82,6.32
NTM_P5328,3,Hadronomas_puckridgi,,Fossil,Sthenurinae,non_macropodin,NA,L,Alcoota,Non_cave,7,8.4,6.79
NTM_P8722_2,3,Hadronomas_puckridgi,,Fossil,Sthenurinae,non_macropodin,NA,L,Alcoota,Non_cave,7,8.35,6.84
NTM_P98146,3,Hadronomas_puckridgi,,Fossil,Sthenurinae,non_macropodin,NA,R,Alcoota,Non_cave,7,8.58,7.06
NTM_P8722_2,3,Hadronomas_puckridgi,,Fossil,Sthenurinae,non_macropodin,NA,R,Alcoota,Non_cave,7,8.22,7.24
NTM_P8722_2,2,Hadronomas_puckridgi,,Fossil,Sthenurinae,non_macropodin,NA,R,Alcoota,Non_cave,7,7.73,6.85
NTM_P5327D,3,Hadronomas_puckridgi,,Fossil,Sthenurinae,non_macropodin,NA,L,Alcoota,Non_cave,7,7.81,7.22
NTM_P_unreg,2,Hadronomas_puckridgi,,Fossil,Sthenurinae,non_macropodin,NA,L,Alcoota,Non_cave,7,7.73,7.5
ANWC_CM13430,3,Hypsiprymnodon_moschatus,,Modern,Hypsiprymnodontidae,non_macropodin,NA,R,Modern,NA,0,2.13,1.67
ANWC_CM12695,3,Hypsiprymnodon_moschatus,,Modern,Hypsiprymnodontidae,non_macropodin,NA,R,Modern,NA,0,1.98,1.57
ANWC_CM12695,2,Hypsiprymnodon_moschatus,,Modern,Hypsiprymnodontidae,non_macropodin,NA,R,Modern,NA,0,2.16,1.72
ANWC_CM15551,2,Hypsiprymnodon_moschatus,,Modern,Hypsiprymnodontidae,non_macropodin,NA,R,Modern,NA,0,2.37,2.04
ANWC_CM16207,2,Hypsiprymnodon_moschatus,,Modern,Hypsiprymnodontidae,non_macropodin,NA,R,Modern,NA,0,2.41,2.08
NMV_P160186,3,Hypsiprymnodon_sp_indet,,Fossil,Hypsiprymnodontidae,non_macropodin,NA,R,Grange_Burn,Non_cave,4.6,1.84,1.09
AM_F64018,2,Kurrabi_mahoneyi,,Fossil,Macropodinae,macropodin,NA,L,Bow,Non_cave,4,6.28,9
AM_F59572,2,Kurrabi_merriwaensis,,Fossil,Macropodinae,macropodin,NA,L,Bow,Non_cave,4,6.51,7.56
AM_F64087,3,Kurrabi_merriwaensis_cf,,Fossil,Macropodinae,macropodin,NA,L,Bow,Non_cave,4,7.04,7.42
AM_F64196,3,Kurrabi_merriwaensis_cf,,Fossil,Macropodinae,macropodin,NA,L,Bow,Non_cave,4,7.47,8.29
NMV_P158634,2,Kurrabi_pelchenorum,,Fossil,Macropodinae,macropodin,NA,L,Grange_Burn,Non_cave,4.6,7.61,5.8
NMV_P158425,2,Kurrabi_pelchenorum,,Fossil,Macropodinae,macropodin,NA,L,Grange_Burn,Non_cave,4.6,7.05,7.42
NMV P54113,2,Kurrabi_pelchenorum,,Fossil,Macropodinae,macropodin,NA,R,Grange_Burn,Non_cave,4.6,7.73,8.4
AM_F64163,3,Kurrabi_sp_indet,,Fossil,Macropodinae,macropodin,NA,R,Bow,Non_cave,4,6.54,6.42
AM_F64166,3,Kurrabi_sp_indet,,Fossil,Macropodinae,macropodin,NA,R,Bow,Non_cave,4,6.23,7.32
SAMA_P54690,2,Lagorchestes_cf_sp_indet,,Fossil,Macropodinae,macropodin,NA,L,Stirton_Quarry,Non_cave,3.6,4.8,5.35
SAMA_M15952,3,Lagorchestes_conspicillatus,,Modern,Macropodinae,macropodin,F,L,Modern,NA,0,4.39,4.31
SAMA_M5152,3,Lagorchestes_conspicillatus,,Modern,Macropodinae,macropodin,F,R,Modern,NA,0,4.24,4.73
AM_M5950,3,Lagorchestes_conspicillatus,,Modern,Macropodinae,macropodin,NA,R,Modern,NA,0,4.13,4.75
WAM_M21262,2,Lagorchestes_conspicillatus,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,4.31,4.96
WAM_M34146,3,Lagorchestes_conspicillatus,,Modern,Macropodinae,macropodin,NA,R,Modern,NA,0,4.33,4.99
AM_M5733,3,Lagorchestes_conspicillatus,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,4.06,4.71
WAM_M26880A,3,Lagorchestes_conspicillatus,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,4.3,5.07
WAM_M44900,2,Lagorchestes_conspicillatus,,Modern,Macropodinae,macropodin,NA,R,Modern,NA,0,4.28,5.19
AM_M42814,3,Lagorchestes_hirsutus,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,3.61,3.57
AM_M37520,2,Lagorchestes_hirsutus,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,3.49,3.89
SAMA_M3102,2,Lagorchestes_hirsutus,,Modern,Macropodinae,macropodin,F,R,Modern,NA,0,3.04,3.47
SAMA_M3100,2,Lagorchestes_hirsutus,,Modern,Macropodinae,macropodin,NA,R,Modern,NA,0,3.5,4.12
SAMA_M3586,2,Lagorchestes_hirsutus,,Modern,Macropodinae,macropodin,NA,R,Modern,NA,0,3.39,5.43
AM_M1426,2,Lagostrophus_fasciatus,,Modern,Lagostrophinae,non_macropodin,F,R,Modern,NA,0,3.55,3.22
WAM_NA,2,Lagostrophus_fasciatus,,Modern,Lagostrophinae,non_macropodin,NA,R,Modern,NA,0,3.44,3.21
WAM_M4135xxA,2,Lagostrophus_fasciatus,,Modern,Lagostrophinae,non_macropodin,NA,R,Modern,NA,0,3.43,3.31
AM_M40303,3,Lagostrophus_fasciatus,,Modern,Lagostrophinae,non_macropodin,NA,R,Modern,NA,0,3.54,3.42
WAM_M16487,3,Lagostrophus_fasciatus,,Modern,Lagostrophinae,non_macropodin,NA,R,Modern,NA,0,3.87,4.02
WAM_M27239ii,3,Lagostrophus_fasciatus,,Modern,Lagostrophinae,non_macropodin,NA,R,Modern,NA,0,3.82,4.05
WAM_M5625,3,Lagostrophus_fasciatus,,Modern,Lagostrophinae,non_macropodin,NA,R,Modern,NA,0,3.8,4.09
AM_X?1098,3,Lagostrophus_fasciatus,,Modern,Lagostrophinae,non_macropodin,NA,R,Modern,NA,0,3.6,3.97
WAM_M27239i,2,Lagostrophus_fasciatus,,Modern,Lagostrophinae,non_macropodin,NA,R,Modern,NA,0,3.55,3.92
WAM_M16285,3,Lagostrophus_fasciatus,,Modern,Lagostrophinae,non_macropodin,NA,R,Modern,NA,0,3.76,4.19
WAM_M5665,2,Lagostrophus_fasciatus,,Modern,Lagostrophinae,non_macropodin,NA,L,Modern,NA,0,3.17,3.54
WAM_M24318,2,Lagostrophus_fasciatus,,Modern,Lagostrophinae,non_macropodin,NA,R,Modern,NA,0,3.67,4.15
WAM_M5669,3,Lagostrophus_fasciatus,,Modern,Lagostrophinae,non_macropodin,NA,R,Modern,NA,0,3.6,4.15
WAM_M24317,2,Lagostrophus_fasciatus,,Modern,Lagostrophinae,non_macropodin,NA,R,Modern,NA,0,3.46,4.14
QM_F20418,3,Macropodidae_gen_et_sp_indet,,Fossil,Macropodidae,non_macropodin,NA,L,Henks_Hollow,Non_cave,14.5,3.44,2.45
QM_F20459,3,Macropodidae_gen_et_sp_indet,,Fossil,Macropodidae,non_macropodin,NA,R,Henks_Hollow,Non_cave,14.5,3.43,3.05
QM_F20442 ,3,Macropodidae_gen_et_sp_indet,,Fossil,Macropodidae,non_macropodin,NA,L,Henks_Hollow,Non_cave,14.5,2.42,2.36
QM_F20426 ,2,Macropodidae_gen_et_sp_indet_cf_QMF20437,,Fossil,Macropodidae,non_macropodin,NA,L,Henks_Hollow,Non_cave,14.5,2.16,1.86
QM_F20379,2,Macropodoidea_gen_et_sp_indet,,Fossil,Macropodoidea,non_macropodin,NA,R,Henks_Hollow,Non_cave,14.5,3.37,3.43
WAM_M15836,3,Macropus_agilis,,Modern,Macropodinae,macropodin,F,R,Modern,NA,0,6.27,5.45
WAM_M22292,3,Macropus_agilis,,Modern,Macropodinae,macropodin,NA,R,Modern,NA,0,6.37,6.93
WAM_M22292,3,Macropus_agilis,,Modern,Macropodinae,macropodin,NA,L,Modern,NA,0,6.21,7.21
WAM_M4613,2,Macropus_agilis,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,5.57,6.61
WAM_M4812,3,Macropus_agilis,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,6.44,8
SAMA_M5183,3,Macropus_agilis,,Modern,Macropodinae,macropodin,NA,L,Modern,NA,0,6,7.82
WAM_M24230,2,Macropus_agilis,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,5.33,7.11
NMV_P233184a,3,Macropus_cf_sp_indet,,Fossil,Macropodinae,macropodin,NA,L,Dutton_Way,Non_cave,3,4.01,4.38
QM_F9081,3,Macropus_dryas,,Fossil,Macropodinae,macropodin,NA,L,Bluff_Downs,Non_cave,4,7.53,6.66
AM_F59546,2,Macropus_dryas,,Fossil,Macropodinae,macropodin,NA,L,Bow,Non_cave,4,8.08,8.43
QM_F3588,2,Macropus_dryas,,Fossil,Macropodinae,macropodin,NA,R,Chinchilla,Non_cave,3.1,7.75,8.39
QM_F4636,2,Macropus_dryas,,Fossil,Macropodinae,macropodin,NA,L,Chinchilla,Non_cave,3.1,8.18,9.39
QM_F7782,3,Macropus_dryas_cf,,Fossil,Macropodinae,macropodin,NA,R,Bluff_Downs,Non_cave,4,6.19,6.77
QM_F9098,3,Macropus_dryas_cf,,Fossil,Macropodinae,macropodin,NA,R,Bluff_Downs,Non_cave,4,7.54,8.5
QM_F9094,3,Macropus_dryas_cf,,Fossil,Macropodinae,macropodin,NA,L,Bluff_Downs,Non_cave,4,7.26,8.48
QM_F9082,2,Macropus_dryas_cf,,Fossil,Macropodinae,macropodin,NA,R,Bluff_Downs,Non_cave,4,7.12,8.48
QM_F9079,2,Macropus_dryas_cf,,Fossil,Macropodinae,macropodin,NA,R,Bluff_Downs,Non_cave,4,6.75,8.66
WAM_M3889,3,Macropus_eugenii,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,4.25,3.91
WAM_M4251,3,Macropus_eugenii,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,4.1,3.86
WAM_M4247,3,Macropus_eugenii,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,4.23,4.15
WAM_M4249,3,Macropus_eugenii,,Modern,Macropodinae,macropodin,NA,R,Modern,NA,0,4.11,4.06
WAM_M4164,3,Macropus_eugenii,,Modern,Macropodinae,macropodin,NA,R,Modern,NA,0,3.98,4.11
WAM_M4307,3,Macropus_eugenii,,Modern,Macropodinae,macropodin,F,R,Modern,NA,0,3.94,4.13
WAM_M7093,3,Macropus_eugenii,,Modern,Macropodinae,macropodin,F,L,Modern,NA,0,3.86,4.2
WAM_M4248,2,Macropus_eugenii,,Modern,Macropodinae,macropodin,NA,R,Modern,NA,0,3.8,4.14
WAM_M4250,3,Macropus_eugenii,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,4.2,4.6
WAM_M4642,3,Macropus_eugenii,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,4.54,5.04
WAM_M3390,3,Macropus_eugenii,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,4.36,5.03
WAM_M4157,2,Macropus_eugenii,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,4.18,4.83
WAM_M4167,3,Macropus_eugenii,,Modern,Macropodinae,macropodin,NA,R,Modern,NA,0,4.34,5.04
WAM_M841,3,Macropus_eugenii,,Modern,Macropodinae,macropodin,F,R,Modern,NA,0,4.25,5.16
WAM_M2775,2,Macropus_eugenii,,Modern,Macropodinae,macropodin,F,L,Modern,NA,0,3.89,4.75
WAM_M4430,3,Macropus_eugenii,,Modern,Macropodinae,macropodin,F,R,Modern,NA,0,4.17,5.2
WAM_M4158,3,Macropus_eugenii,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,4.58,5.73
WAM_M4163,3,Macropus_eugenii,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,4.48,5.82
UCMP_56448,3,Macropus_ferragus,,Fossil,Macropodinae,macropodin,NA,L,Cooper_Creek_Site_4,Non_cave,0.4,12.22,12.77
NMV_P252068,3,Macropus_ferragus_cf,,Fossil,Macropodinae,macropodin,NA,L,Childers_Cove,Non_cave,2,9.61,10.69
NMV_P229104,3,Macropus_ferragus_cf,,Fossil,Macropodinae,macropodin,NA,R,Childers_Cove,Non_cave,2,10.21,12.65
WAM_M16403,3,Macropus_fuliginosus,,Modern,Macropodinae,macropodin,M,L,Modern,NA,0,7.76,9.18
WAM_M8389,2,Macropus_fuliginosus,,Modern,Macropodinae,macropodin,NA,L,Modern,NA,0,7.97,9.78
SAMA_M10301,2,Macropus_fuliginosus,,Modern,Macropodinae,macropodin,NA,R,Modern,NA,0,7.85,9.94
SAMA_M874,2,Macropus_fuliginosus,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,7.39,9.5
FU_2001_9_19_1,3,Macropus_fuliginosus,,Modern,Macropodinae,macropodin,NA,R,Modern,NA,0,8.08,10.62
FU_2003_2_3_6b,3,Macropus_fuliginosus,,Modern,Macropodinae,macropodin,NA,L,Modern,NA,0,7.74,10.77
FU_2003_5_26_18,3,Macropus_fuliginosus,,Modern,Macropodinae,macropodin,NA,R,Modern,NA,0,7.71,10.98
FU_2003_12_14_2,3,Macropus_fuliginosus,,Modern,Macropodinae,macropodin,NA,R,Modern,NA,0,7.98,11.53
SAMA_M298,2,Macropus_fuliginosus,,Modern,Macropodinae,macropodin,F,R,Modern,NA,0,8.09,12.51
FU_2004_11_3_2,3,Macropus_fuliginosus,,Modern,Macropodinae,macropodin,NA,R,Modern,NA,0,8.33,12.89
SAMA_M130,3,Macropus_irma,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,5.93,5.72
WAM_M6146,3,Macropus_irma,,Modern,Macropodinae,macropodin,NA,L,Modern,NA,0,5.94,6.2
WAM_M7519,3,Macropus_irma,,Modern,Macropodinae,macropodin,NA,L,Modern,NA,0,5.55,6.18
WAM_M16416,3,Macropus_irma,,Modern,Macropodinae,macropodin,F,R,Modern,NA,0,5.13,5.81
WAM_M19487,3,Macropus_irma,,Modern,Macropodinae,macropodin,NA,R,Modern,NA,0,5.05,5.86
WAM_M16418,2,Macropus_irma,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,5.12,5.95
WAM_M16421,3,Macropus_irma,,Modern,Macropodinae,macropodin,F,R,Modern,NA,0,5.21,6.09
WAM_M24231,3,Macropus_irma,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,5.17,6.07
WAM_M6206,2,Macropus_irma,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,5.21,6.29
WAM_M7491,2,Macropus_irma,,Modern,Macropodinae,macropodin,M,R,Modern,NA,0,4.84,6.31
WAM_97_5_108,3,Macropus_irma,,Fossil,Macropodinae,macropodin,NA,L,Tight_Entrance_Cave_Unit_B,Cave,0.1,5.5,5.91
WAM_08_8_461,2,Macropus_irma,,Fossil,Macropodinae,macropodin,NA,L,Tight_Entrance_Cave_Unit_B,Cave,0.1,5.58,6.37
SAMA_M10962,2,Macropus_parma,,Modern,Macropodinae,macropodin,M,L,Modern,NA,0,4.19,5.15
SAMA_M10957,2,Macropus_parma,,Modern,Macropodinae,macropodin,F,R,Modern,NA,0,3.94,5.54
SAMA_M2630,3,Macropus_parryi,,Modern,Macropodinae,macropodin,F,R,Modern,NA,0,5.58,7.4
FU_2003_8_28_7,2,Macropus_parryi,,Modern,Macropodinae,macropodin,NA,L,Modern,NA,0,5.61,7.68
